version,build,date,bullet_text,patch_id,bullet_idx_in_patch,bullet_id
2.5.0,69713,"December 11, 2025",Fixed an issue where Barbarian's Rumble Glyph did not accurately track the number of active Earthquakes.,2.5.0_69713,652,2.5.0_69713_652
2.5.0,69713,"December 11, 2025",Fixed an issue where there was no UI indicator for the buff duration for Wrath of the Berserker.,2.5.0_69713,653,2.5.0_69713_653
2.5.0,69713,"December 11, 2025",Fixed an issue where the third attack for Iron Maelstrom could occur twice.,2.5.0_69713,654,2.5.0_69713_654
2.5.0,69713,"December 11, 2025",Fixed an issue where Ring of Red Furor would occasionally track resources spent inconsistently.,2.5.0_69713,655,2.5.0_69713_655
2.5.0,69713,"December 11, 2025",Fixed an issue where the Damage Bonus from Supernatural Blood Surge applied twice to the explosion from Blood-Bathed Aspect.,2.5.0_69713,656,2.5.0_69713_656
2.5.0,69713,"December 11, 2025",Fixed an issue where Essence Per Enemy Drained by Blood Surge affix was not properly granting Essence.,2.5.0_69713,657,2.5.0_69713_657
2.5.0,69713,"December 11, 2025",Fixed an issue where Rogue's Cunning Stratagem Paragon Node would not increase the damage of non-Core Skills that used Combo Points.,2.5.0_69713,658,2.5.0_69713_658
2.5.0,69713,"December 11, 2025",Fixed an issue where Aspect of Quickening Fog did not properly grant both bonuses from Aspect of Synergy.,2.5.0_69713,659,2.5.0_69713_659
2.5.0,69713,"December 11, 2025",Fixed an issue with Infiltrator's Aspect where Poison Traps placed before entering Stealth would not properly detonate when exiting Stealth.,2.5.0_69713,660,2.5.0_69713_660
2.5.0,69713,"December 11, 2025",Fixed an issue where Ambush did not increase damage when Stun Grenades deal damage with Explosive Verve Aspect equipped.,2.5.0_69713,661,2.5.0_69713_661
2.5.0,69713,"December 11, 2025",Fixed an issue where Shadow Clone was not properly benefiting from the increased Penetrating Shot damage from Eaglehorn.,2.5.0_69713,662,2.5.0_69713_662
2.5.0,69713,"December 11, 2025",Fixed an issue where Lightning Familiar would not properly trigger the Charged effect from Vyr's Mastery.,2.5.0_69713,663,2.5.0_69713_663
2.5.0,69713,"December 11, 2025",Fixed an issue where Barbarian Earthquakes could spawn Chaos Portals in Infernal Hordes.,2.5.0_69713,664,2.5.0_69713_664
2.5.0,69713,"December 11, 2025",Fixed an issue where Belial's transition between phases could be delayed if recovering from Stagger during transition.,2.5.0_69713,665,2.5.0_69713_665
2.5.0,69713,"December 11, 2025",Fixed an issue where Skeletal Mages could fail to upgrade to Arch-Mages when using the Hand of Naz.,2.5.0_69713,666,2.5.0_69713_666
2.5.0,69713,"December 11, 2025",Fixed an issue where hostages during a Hostage event started at half health.,2.5.0_69713,667,2.5.0_69713_667
2.5.0,69713,"December 11, 2025",Fixed an issue where activating a Nightmare Dungeon sigil with the Horadric Strongroom affix would also apply that affix to other dungeons.,2.5.0_69713,668,2.5.0_69713_668
2.5.0,69713,"December 11, 2025",Fixed an issue where killing the Cannibal Champion too quickly in the Temple of Rot could block Stronghold progression.,2.5.0_69713,669,2.5.0_69713_669
2.5.0,69713,"December 11, 2025",Fixed an issue where the fire in the Chapel in Nostrava could cause the player to deal on-hit damage to themselves.,2.5.0_69713,670,2.5.0_69713_670
2.5.0,69713,"December 11, 2025",Fixed an issue where some Execute effects could occasionally affect Immune enemies.,2.5.0_69713,671,2.5.0_69713_671
2.5.0,69713,"December 11, 2025",Fixed an issue where Ravenous Soulspires and Hellspires could sometimes last indefinitely.,2.5.0_69713,672,2.5.0_69713_672
2.5.0,69713,"December 11, 2025",Fixed an issue where Barrier granted by Temerity could be drained by health regeneration from a life per second affix.,2.5.0_69713,673,2.5.0_69713_673
2.5.0,69713,"December 11, 2025",Fixed an issue where quest progression could be blocked for Inside the Black Tomb if the player's character was killed by Locran's Fire.,2.5.0_69713,674,2.5.0_69713_674
2.5.0,69713,"December 11, 2025","Fixed an issue where the associated item for the Raising Spears quest didn't spawn, which would block quest progression.",2.5.0_69713,675,2.5.0_69713_675
2.5.0,69713,"December 11, 2025",Fixed an issue where the Portal when using Leave Dungeon sometimes didn't properly appear.,2.5.0_69713,676,2.5.0_69713_676
2.5.0,69713,"December 11, 2025",Fixed an issue where the Stockades Dungeon's gate was inoperable in the Eternal Realm.,2.5.0_69713,677,2.5.0_69713_677
2.5.0,69713,"December 11, 2025",Fixed an issue where newly dropped items could despawn when there was a lot of loot on the ground.,2.5.0_69713,678,2.5.0_69713_678
2.5.0,69713,"December 11, 2025",Fixed an issue where players on PlayStation™ could not use Trade Chat.,2.5.0_69713,679,2.5.0_69713_679
2.5.0,69713,"December 11, 2025",Fixed an issue where some console and Steam achievements for Vessel of Hatred wouldn't unlock properly if the requirements were met before buying the Expansion on console.,2.5.0_69713,680,2.5.0_69713_680
2.5.0,69713,"December 11, 2025",Fixed an issue where the Devoted Protector Steam Achievement wouldn't be unlocked when reaching Paragon 300.,2.5.0_69713,681,2.5.0_69713_681
2.5.0,69713,"December 11, 2025",Fixed an issue where some previously unlocked titles became unavailable.,2.5.0_69713,682,2.5.0_69713_682
2.5.0,69713,"December 11, 2025","Various performance, stability, UI, visual, and audio improvements.",2.5.0_69713,683,2.5.0_69713_683
