patch,build,date,section,change_type,previous,now,full_text,patch_major,patch_minor,patch_hotfix
2.5.0,69713,"December 11, 2025",Paragon,single,,,Duration increased from 4 to 8 seconds.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Rogue,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Specialization,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Inner Sight,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,comparison,"Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, gain unlimited Energy and 25%[+] Critical Strike Chance for 4 seconds.","Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, restore 300 Energy, and gain 100% Energy Cost Reduction, 25%[+] Critical Strike Chance, and 25%[x] Critical Strike Damage.","Changed from Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, gain unlimited Energy and 25%[+] Critical Strike Chance for 4 seconds. to Attack enemies to fill your Inner Sight gauge. Marked enemies fill it faster. When full, restore 300 Energy, and gain 100% Energy Cost Reduction, 25%[+] Critical Strike Chance, and 25%[x] Critical Strike Damage.",2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Shadow Clone,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Shadow Clone's copied skills will now more consistently target the initial target of the skill.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of Star Shards,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Dance of Knives damage increased by 30% per Combo Point spent.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Galvanized Slasher's Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Now restores 100 current Energy in your resource meter instead of fully restoring Energy when the effect is activated.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Now restores 100 energy instead of full restoring.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Now can only consume up to 500 Energy.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Scoundrel's Leathers,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Damage Reduction from Trapped Enemies affix replaced with Dexterity.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Eyes in the Dark,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Bands of Ichorous Rose,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Maximum Poison Resistance affix replaced with Dexterity.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Deadly Ambush,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,comparison,You deal 50%[x] increased Critical Strike Damage to enemies affected by your Trap Skills.,You deal 50%[x] increased Critical Strike Damage and Damage Over Time to enemies affected by your Trap Skills.,Changed from You deal 50%[x] increased Critical Strike Damage to enemies affected by your Trap Skills. to You deal 50%[x] increased Critical Strike Damage and Damage Over Time to enemies affected by your Trap Skills.,2,5,0
2.5.0,69713,"December 11, 2025",Paragon,single,,,Sorcerer,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Teleport,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Damage increased from 35% to 90%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Mystical Teleport,2,5,0
2.5.0,69713,"December 11, 2025",Skills,comparison,"Teleport deals 500% increased damage. It also forms Crackling Energy for each enemy it hits, up to 3.",Teleport generates 3 Charges of Crackling Energy.,"Changed from Teleport deals 500% increased damage. It also forms Crackling Energy for each enemy it hits, up to 3. to Teleport generates 3 Charges of Crackling Energy.",2,5,0
2.5.0,69713,"December 11, 2025",Skills,comparison,"After Teleporting, you gain 30% Damage Reduction for 4 seconds.",Teleport Dazes enemies at its end point for 1.5 seconds.,"Changed from After Teleporting, you gain 30% Damage Reduction for 4 seconds. to Teleport Dazes enemies at its end point for 1.5 seconds.",2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Frozen Orb,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Chill amount reduced from 9% to 5%.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Enhanced Frozen Orb,2,5,0
2.5.0,69713,"December 11, 2025",Skills,comparison,"While Healthy, the explosion of Frozen Orb deals 45% increased damage.",Frozen Orb's explosion deals 50% more damage.,"Changed from While Healthy, the explosion of Frozen Orb deals 45% increased damage. to Frozen Orb's explosion deals 50% more damage.",2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Shimmering Frost Nova,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Now restores 20 mana per enemy instead of 10% per enemy.,2,5,0
2.5.0,69713,"December 11, 2025",Skills,single,,,Now restores 200 mana instead of fully restoring mana when hitting a boss.,2,5,0
2.5.0,69713,"December 11, 2025",Passives,single,,,Primordial Binding,2,5,0
2.5.0,69713,"December 11, 2025",Passives,comparison,"Gain a stacking bonus for each active Summon, up to 10 stacks: 2/4/6% Summon Damage, 2/4/6% Movement Speed, 4/8/12% Mana Regeneration.",Gain 6/12/18% Summon Damage.,"Changed from Gain a stacking bonus for each active Summon, up to 10 stacks: 2/4/6% Summon Damage, 2/4/6% Movement Speed, 4/8/12% Mana Regeneration. to Gain 6/12/18% Summon Damage.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect Of Tenuous Destruction,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Changed from an Offensive to a Defensive Aspect.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Renamed to Aspect of Tenuous Survival.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,Deal 30-50% increased damage while you have no Defensive Skills on your Action Bar.,Gain 100-600 increased Armor and Heal 5% Maximum Life a second while you have no Defensive Skills on your Action Bar.,Changed from Deal 30-50% increased damage while you have no Defensive Skills on your Action Bar. to Gain 100-600 increased Armor and Heal 5% Maximum Life a second while you have no Defensive Skills on your Action Bar.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of Tenuous Agility,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,Gain 5-20% Movement Speed. This bonus is tripled if you haven't used a Defensive Skill in the last 8 seconds.,Gain 20-80% Movement Speed. This bonus is removed for 10 seconds after you Cast any Defensive Skill.,Changed from Gain 5-20% Movement Speed. This bonus is tripled if you haven't used a Defensive Skill in the last 8 seconds. to Gain 20-80% Movement Speed. This bonus is removed for 10 seconds after you Cast any Defensive Skill.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Developer’s Note:,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Free-casted Defensive Skills will no longer remove this Movement Speed bonus.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Snowveiled Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,Casting Ice Armor makes you Unstoppable and grants 25% Damage Reduction for 3.5-5.5 seconds.,Ice Armor makes you Unstoppable and grants 200-400 Armor.,Changed from Casting Ice Armor makes you Unstoppable and grants 25% Damage Reduction for 3.5-5.5 seconds. to Ice Armor makes you Unstoppable and grants 200-400 Armor.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Free-casted Defensive Skills will now interact with this aspect.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Aspect of the Firebird,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,"Gain the Flame Shield Enchantment for free. When Flame Shield activates, Meteorites fall around you dealing Fire damage.","While Flame Shield is active, Meteorites cascade around you and deal Fire damage. Your Meteorites gain 2% Lucky Hit Chance.","Changed from Gain the Flame Shield Enchantment for free. When Flame Shield activates, Meteorites fall around you dealing Fire damage. to While Flame Shield is active, Meteorites cascade around you and deal Fire damage. Your Meteorites gain 2% Lucky Hit Chance.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Jolting Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Winter Touch Aspect,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Inherent Affix,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,Attacks reduce Evade's Cooldown by 1 second. Gain 1 Evade Charge.,55% Teleport Nova Size.,Changed from Attacks reduce Evade's Cooldown by 1 second. Gain 1 Evade Charge. to 55% Teleport Nova Size.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Unique Power,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,Gain the effect of the Teleport Enchantment for free. When you Evade using Teleport Enchantment you are taken to a random location.,,Changed from Gain the effect of the Teleport Enchantment for free. When you Evade using Teleport Enchantment you are taken to a random location. to,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Each enemy hit by Teleport increases the damage by 5-15%|x| and reduces the Cooldown by 0.5 seconds of the next cast.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Casting Teleport grants a stack of Galvanization, increasing its damage by 30-50% for 8 seconds.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Becoming Injured Teleports you to a random location.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,This option has been treated as mandatory for too long. We're reducing the frequency of its procs and cutting away some of its synergies to allow the Teleport Skill to be your premiere source of mobility and utility.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Fractured Winterglass,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Ranks of Primordial Binding changed to 2-4 Skill Ranks of Frozen Orb.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,Casting Frozen Orb has a 35-65% chance to spawn a random Conjuration on your Action Bar when it explodes. Lucky Hit: Your Conjurations have up to a 50-90% chance to launch a Frozen Orb at Nearby enemies.,Frozen Orbs deal 4-8% more damage per active Summon and have a 65% chance to create a random Conjuration when Cast. Lucky Hit: Your Summons have up to a 90% chance to launch a Frozen Orb at a Nearby enemy.,Changed from Casting Frozen Orb has a 35-65% chance to spawn a random Conjuration on your Action Bar when it explodes. Lucky Hit: Your Conjurations have up to a 50-90% chance to launch a Frozen Orb at Nearby enemies. to Frozen Orbs deal 4-8% more damage per active Summon and have a 65% chance to create a random Conjuration when Cast. Lucky Hit: Your Summons have up to a 90% chance to launch a Frozen Orb at a Nearby enemy.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"We are making changes that will allow this Unique Item to, first and foremost, serve as a Frozen Orb Item for scaling its damage. We've also updated it to function better with Summons as a whole.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,"After using Teleport, Close enemies are Pulled to you and Stunned for 2-3 seconds, but Teleport's Cooldown is increased by 20%.","After Casting Teleport, Close enemies are Pulled Inwards and it has a 10-30% chance to reset from each enemy it kills.","Changed from After using Teleport, Close enemies are Pulled to you and Stunned for 2-3 seconds, but Teleport's Cooldown is increased by 20%. to After Casting Teleport, Close enemies are Pulled Inwards and it has a 10-30% chance to reset from each enemy it kills.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Axial Conduit,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Resource Generation and Maximum affix replaced with Resource Generation.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Damage Reduction affix replaced with Intelligence affix.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Okun's Catalyst,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Damage Reduction for each Active Ball Lightning affix replaced with Intelligence.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Esadora's Overflowing Cameo,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Damage Reduction per Crackling Energy charge affix replaced with Cooldown Reduction affix.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Helm of Verglas,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Inherent Maximum Cold Resistance affix removed.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Inherent Cold Resistance affix increased to 300.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Enchantments,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Ice Armor Enchantment,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,"Upon getting hit, you have a 5% chance to apply Ice Armor.",Healing Potions apply Ice Armor and have a 25% chance to refund themselves.,"Changed from Upon getting hit, you have a 5% chance to apply Ice Armor. to Healing Potions apply Ice Armor and have a 25% chance to refund themselves.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Frost Nova Enchantment,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,Lucky Hit: Your Conjuration Skills have up to a 35% chance to unleash a Frost Nova when hitting enemies.,Lucky Hit: Up to a 10% chance to unleash a Frost Nova after hitting an enemy.,Changed from Lucky Hit: Your Conjuration Skills have up to a 35% chance to unleash a Frost Nova when hitting enemies. to Lucky Hit: Up to a 10% chance to unleash a Frost Nova after hitting an enemy.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Teleport Enchantment,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,Evade is replaced with a short range Teleport on a 17 second Cooldown. This version does not make you Unstoppable.,Evade becomes a Teleport with a 5 second Cooldown that cannot be reduced.,Changed from Evade is replaced with a short range Teleport on a 17 second Cooldown. This version does not make you Unstoppable. to Evade becomes a Teleport with a 5 second Cooldown that cannot be reduced.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Frozen Orb Enchantment,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,comparison,"Whenever you Cast a non-Basic Skill, you have a 30% chance to launch a Frozen Orb at a Nearby enemy.",Casting a Skill has a 30% chance to launch a Frozen Orb at a Nearby enemy.,"Changed from Whenever you Cast a non-Basic Skill, you have a 30% chance to launch a Frozen Orb at a Nearby enemy. to Casting a Skill has a 30% chance to launch a Frozen Orb at a Nearby enemy.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Enemy Updates,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Elites,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Dungeon and Overworld content have had their Elite densities adjusted to compensate for the new rarities of Champion and Rare.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"The Undercity Afflicted Monsters now use the new rarity system, resulting in fewer places to get additional time, presenting more of a challenge.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"For more details on Monster changes, please see the section above.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Economy Updates,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"With the changes to Renown, the pace of the early leveling journey is a fair bit slower. With the longer time to level, players were spending long periods of time where only one rarity of item was dropping. To combat this, we adjusted the level-over-level shift in item frequency to be more gradual for Normal, Legendary, and Rare Items.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Item Rarity,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Normal Items will continue dropping for longer while leveling.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Magic Items will more frequently have a bonus affix.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Rare Items will be rarer before Level 30.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Legendary Items will be rarer before Level 40, and rapidly increase in frequency after.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,The legendary rate for a Level 40 character in season 11 will be equivalent to the legendary rate for a level 25 character in season 10.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,The legendary rate is unchanged for a Level 60 character.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Legendary Items have an additional Affix for a total of 4.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Monster Loot,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Killing the last Champion in a pack, or any Elite, will always drop equipment and gold, in addition to their standard reward chances.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"In addition to dropping Gem Fragments, Monsters have a chance of dropping a level-appropriate Gem.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Altars of Lilith,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Altars of Lilith no longer grant permanent character rewards, such as stat increases or Paragon points.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Instead, discovering a statue for the first time will award a small amount of gem fragments, obols, and gold.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Crafters,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,General,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Material costs no longer scale with Item Power. Gold cost has remained unchanged.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Crafting Costs will generally never cost more than two types of crafting materials.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Alchemist,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Eternal-only conversion recipes for legacy materials will no longer appear for seasonal character.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Added new recipes for converting Salvage Materials.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Enrich Scrap: Convert Rawhide and Iron Chunks into Veiled Crystals.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Refine Materials: Convert Veiled Crystals into Forgotten Souls or Legendary Salvage.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Occultist,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Imprinting,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Material cost for Imprinting has been adjusted.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Examples:,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Previous:,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Rare: 5-10 Common Salvage (Iron Chunk, Silver Ore/Superior Leather, Rawhide), 3-7 Veiled Crystals, 0-3 Legendary Salvage (Abstruse Sigil/Baleful Fragment/Coiling Ward), and 5,000-200,000 gold.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Ancestral Legendary: 25 Common Salvage, 15 Veiled Crystals, 8 Legendary Salvage, 5 Forgotten Souls, and 325,000 gold.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Now:,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Rare: 5 Veiled Crystals and 5,000-200,000 gold.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Ancestral Legendary: 5 Forgotten Souls and 1,000,000 gold.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Enchanting,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Material cost for Enchanting has been adjusted.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Rare: 5-10 Common Salvage, 2-5 Veiled Crystals, and scaling (with re-rolls) gold.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Ancestral Legendary: 30 Common Salvage, 20 Veiled Crystals, 2 Legendary Salvage, 5 Forgotten Souls, and scaling(with re-rolls) gold.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Rare: 10 Veiled Crystals and scaling (with re-rolls) gold.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Ancestral Legendary: 10 Forgotten Souls and scaling (with re-rolls) gold.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Blacksmith,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Yields for Item Salvage have been adjusted.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Salvaging a Rare item provides 1 Common Salvage (Iron Chunk, Silver Ore/Superior Leather, Rawhide) and 2 Veiled Crystals.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Salvaging an Ancestral Legendary Item provides 10 Common Salvage, 10 Veiled Crystals, and 10 Legendary Salvage (Abstruse Sigil/Baleful Fragment/Coiling Ward).",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Salvaging a Mythic Unique provides 100 Common Salvage, 100 Veiled Crystals, 100 Legendary Salvage, and a Resplendent Spark.",2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Salvaging a Rare item provides 5 Common Salvage and 2 Veiled Crystals.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,Salvaging an Ancestral Legendary Item provides 5 Legendary Salvage and 1 Forgotten Soul.,2,5,0
2.5.0,69713,"December 11, 2025",Legendary Aspects,single,,,"Salvaging a Mythic Unique provides 1,000 legendary Salvage, 100 Forgotten Souls, and a Resplendent Spark.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Tempering has been redesigned. Instead of randomly gaining an affix from the desired Temper Manual, any learned temper affix can be selected specifically and rolled onto the item.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,The number of Temper rolls available on an item has changed.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Rare,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,comparison,5 Tempers,1 Temper,Changed from 5 Tempers to 1 Temper,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Legendary and beyond,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,comparison,"5 Tempers, plus one per Greater Affix.","3 Tempers, plus one per Greater Affix.","Changed from 5 Tempers, plus one per Greater Affix. to 3 Tempers, plus one per Greater Affix.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Scrolls of Restoration have been redesigned.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Scrolls of Restoration no longer restore all temper charges to an item. Instead, they restore 1 temper charge.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,There is no limit to the number of times a Scroll of Restoration can be used on an item.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Material cost for Tempering has been adjusted.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Previous:,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Rare: 10-25 Common Salvage and 2-5 Veiled Crystals.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Legendary: 10-25 Common Salvage, 2-10 Veiled Crystals, and 0-1 Legendary Salvage.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Ancestral Legendary: 40 Common Salvage, 15 Veiled Crystals, 2 Legendary Salvage, and 1 Forgotten Soul.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Now:,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Rare: 25 Common Salvage and 5 Veiled Crystals.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Legendary: 15 Veiled Crystals and 5 Legendary Salvage.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Ancestral Legendary: 25 Legendary Salvage and 25 Forgotten Souls.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Masterworking,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Masterworking has been redesigned. Items have a new stat, Refinement, which is displayed on the item tooltip.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Each time the player Masterworks an item, the refinement value of the item is increased by a random tunable amount (1-3%), up to a Max Refinement Threshold (20%).",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Once at the cap, the item is considered Masterworked.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,The base properties of an item are scaled by Refinement at a 1:1 bonus.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Example:,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,A Chest item with 100 armor,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Refinement 0% = 100 Armor,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Refinement 5% = 105 Armor,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Refinement 20% = 120 Armor,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,A Masterworked item can be refined one more time to upgrade an affix to a Greater Affix.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Players may re-roll the Masterworked Greater Affix by spending Neathiron, a returning resource to once again discover in Sanctuary.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"The quantity of Obducite you earn has been adjusted. Players will earn 85% less Obducite, and recipes requiring Obducite have been similarly reduced.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Items no longer need to have been tempered to be Masterworked.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Vendors,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,The sell value of items has been reduced by 60%.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,The gold cost of items has been reduced by 90%.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Healing Updates,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Healing Potion Changes,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Healing potions now heal 35% max Life instantly, and no longer grant Healing over Time.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Potions no longer need to be upgraded.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Potion charges will refill once every 30,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,12,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,seconds.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Healing Affix Changes,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Potion Count affix can now be found on leg armor.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Life Regen,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"""Lesser"" Life Regen available on Chest, Helm, Legs, Boots, and Shield.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"""Greater"" Life Regen available on Amulet, Rings, and Gloves.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Increased healing effectiveness of both.,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Life on Kill,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"""Lesser"" available on Chest, Helm, Legs, Boots, and Shields.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"""Greater"" available on Amulet, Rings, Gloves, and Weapons.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Life Per Hit,2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,"Re-added to the base affix pool, available on Glove, Weapons, Shields, Amulets, and Rings.",2,5,0
2.5.0,69713,"December 11, 2025",Tempering,single,,,Healing %,2,5,0
