patch,build,date,section,subsection,category,change_type,previous,now,full_text
2.5.0,69713,"December 11, 2025",Tempering,Druid,Items,comparison,"The duration of Grizzly Rage is increased by 3-10 seconds. In addition, Critical Strikes while Grizzly Rage is active increase your Critical Strike Damage by 10%[x] for the duration, up to maximum of 200%[x].","Critical Strikes while in Grizzly Rage increases your damage by 3%[x] for 60 seconds, up to 120%[x].","Changed from The duration of Grizzly Rage is increased by 3-10 seconds. In addition, Critical Strikes while Grizzly Rage is active increase your Critical Strike Damage by 10%[x] for the duration, up to maximum of 200%[x]. to Critical Strikes while in Grizzly Rage increases your damage by 3%[x] for 60 seconds, up to 120%[x]."
2.5.0,69713,"December 11, 2025",Tempering,Druid,Items,single,,,Aspect of the Rabid
2.5.0,69713,"December 11, 2025",Tempering,Druid,Items,single,,,Beast
2.5.0,69713,"December 11, 2025",Tempering,Druid,Items,single,,,Bear
2.5.0,69713,"December 11, 2025",Tempering,Druid,Items,single,,,Changed to Aspect of the Rabid Beast.
2.5.0,69713,"December 11, 2025",Tempering,Druid,Items,comparison,"While Grizzly Rage is active, your direct damage is converted into Poison damage, you deal x[40 - 80]% more Poison damage, and you passively spread Rabies.","Deal 40-80%[x] more Poison Damage. While Shapeshifted, your direct damage is converted into Poison damage.","Changed from While Grizzly Rage is active, your direct damage is converted into Poison damage, you deal x[40 - 80]% more Poison damage, and you passively spread Rabies. to Deal 40-80%[x] more Poison Damage. While Shapeshifted, your direct damage is converted into Poison damage."
2.5.0,69713,"December 11, 2025",Tempering,Druid,Items,single,,,Khamsin Steppewalkers (New Boots)
2.5.0,69713,"December 11, 2025",Tempering,Druid,Power,comparison,"Previous (PTR): Damaging [200 - 100] Enemies with Storm Skills grants a charge. Casting any Defensive Skill will grant Max Movement Speed and Unhindered for 1 second for each charge used. While Charged, enemies you run into are Immobilized for 1 second.",Damaging 150-100 Enemies with Nature Magic Skills grants Max Movement Speed and Unhindered for 4-8 seconds. Enemies you run through are Immobilized for 1 second.,"Changed from Previous (PTR): Damaging [200 - 100] Enemies with Storm Skills grants a charge. Casting any Defensive Skill will grant Max Movement Speed and Unhindered for 1 second for each charge used. While Charged, enemies you run into are Immobilized for 1 second. to Damaging 150-100 Enemies with Nature Magic Skills grants Max Movement Speed and Unhindered for 4-8 seconds. Enemies you run through are Immobilized for 1 second."
2.5.0,69713,"December 11, 2025",Tempering,Druid,Affixes,single,,,Movement Speed Affix replaced with 1-2 ranks of Endless Tempest.
2.5.0,69713,"December 11, 2025",Tempering,Druid,Paragon,single,,,Earthen Devastation
2.5.0,69713,"December 11, 2025",Tempering,Druid,Paragon,comparison,"Your Earth Skills deal 10%[x] increased Critical Strike Damage, increased by 20%[x] of your Damage vs Crowd Controlled bonus, up to 60%[x].",Your Earth Skills deal 70%[x] increased Critical Strike Damage.,"Changed from Your Earth Skills deal 10%[x] increased Critical Strike Damage, increased by 20%[x] of your Damage vs Crowd Controlled bonus, up to 60%[x]. to Your Earth Skills deal 70%[x] increased Critical Strike Damage."
2.5.0,69713,"December 11, 2025",Tempering,Druid,Paragon,single,,,Constricting Tendrils
2.5.0,69713,"December 11, 2025",Tempering,Druid,Paragon,comparison,Nature Magic Skills deal 35%[x] increased damage to Poisoned enemies. Lucky Hit: Nature Magic Skills have up to a 40% chance to Poison the enemy for 800% damage over 4 seconds.,Deal 40%[x] increased damage to Poisoned enemies. Lucky Hit: Nature Magic Skills have up to a 40% chance to Poison the enemy for 1000% damage over 4 seconds.,Changed from Nature Magic Skills deal 35%[x] increased damage to Poisoned enemies. Lucky Hit: Nature Magic Skills have up to a 40% chance to Poison the enemy for 800% damage over 4 seconds. to Deal 40%[x] increased damage to Poisoned enemies. Lucky Hit: Nature Magic Skills have up to a 40% chance to Poison the enemy for 1000% damage over 4 seconds.
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Druid Motion
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Affixes Removed:
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Digitigrade Gait
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,,single,,,Book of the Dead
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,,single,,,Iron Golem
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,,single,,,Attack Speed increased by 25%.
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Skills,single,,,Bone Spirit
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Skills,single,,,Reverted Essence cap from PTR.
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Passives,single,,,Hellbent Commander
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Passives,single,,,Removed the requirement for controlling 7 or more Minions.
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Passives,single,,,Rathma's Vigor
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Passives,single,,,Timer for Overpower reduced from 15 to 10 seconds.
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,Aspect of Shielding Storm
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,Barrier reduced from 1-8% to 1-3% of Maximum Health.
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,"Sanguivor, Blade of Zir"
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,"Consuming a Corpse now contributes 3 souls to Vampiric Curse, up from 1."
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,Damage bonus increased from 15-25% to 20-30% per soul.
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,Cruor’s Embrace
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,Damage increased from 40-80% to 60-120% of weapon damage.
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,Mutilator Plate
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,Blood Lance Damage increased from 10-40% to 30-60%.
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,Ring of Mendeln
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,Damage increased from 520-900% to 650-1100% of weapon damage.
2.5.0,69713,"December 11, 2025",Tempering,Necromancer,Items,single,,,"Bone Golem's combo attack of two swings now counts as a single attack for the purposes of Ring of Mendeln, rather than two separate attacks."
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Weapon Attunement
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Affixes Removed:
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Resource Generation with Two-Handed Weapons.
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Resource Generation while Wielding a Shield.
2.5.0,69713,"December 11, 2025",Tempering,Rogue,,single,,,Damage scaling per 10 points of Dexterity increased from 1.1% to 1.25%.
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Skills,single,,,Improved Flurry
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Skills,single,,,Healing reduced from 10% to 6%.
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Passives,single,,,Siphoning Strikes
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Passives,single,,,Healing per Rank reduced from 1% to .5% of Maximum Health.
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Legendary Aspects,single,,,Trickshot Aspect
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Legendary Aspects,single,,,Damage increased from 10-30% to 20-40%.
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Legendary Aspects,single,,,Bladedancer's Aspect
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Legendary Aspects,single,,,Damage increased from 100-120% to 100-140%.
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Unique Items,single,,,Beastfall Boots
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Unique Items,single,,,Reverted Energy cap from PTR.
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Unique Items,single,,,Windforce
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Unique Items,single,,,Chance to deal triple damage to Knocked Down enemies increased from 50-75% to 50-100%.
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Unique Items,single,,,Scoudrel's Kiss
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Unique Items,single,,,Bonus damage increased from 35-55% to 50-70%.
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Unique Items,single,,,Deathmask of Nirmitruq
2.5.0,69713,"December 11, 2025",Tempering,Rogue,Unique Items,single,,,Bonus damage increased from 70-100% to 70-130%.
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Rogue Motion
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Affixes Removed:
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Ranks to Stutter Step
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,Rogue Persistence
2.5.0,69713,"December 11, 2025",Tempering,,,single,,,No longer available.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,,single,,,Developer’s Note:
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,,single,,,"We heard the feedback from PTR loud and clear, and decided to revisit the suite of Teleport changes for the start of the season. We decided to keep the overall changes to Teleport Enchantment, but we wanted to give more of the cooldown reduction power lost there and put it back into itemization. You should have a clearer choice to invest using item slots or tempering to get a fully reset cooldown Teleport, while also maintaining a middle-ground level of investment that gives you a low cooldown option."
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Enchantments,single,,,Teleport Enchantment
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Enchantments,single,,,Adjusted the description to specify that it invokes Teleport and doesn't Cast it.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Skills,single,,,Shimmering Teleport
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Skills,comparison,Previous (PTR): Teleport Dazes enemies at its end point for 1.5 seconds.,You gain 25%[+] All Resistance for 3 seconds after Teleporting.,Changed from Previous (PTR): Teleport Dazes enemies at its end point for 1.5 seconds. to You gain 25%[+] All Resistance for 3 seconds after Teleporting.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Passives,single,,,Potent Warding
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Passives,comparison,Casting a Skill grants 3%[+] All Resistance and 2%[+] Maximum Resistance to that Skill's Element for 9 seconds.,Casting a Skill grants 3%[+] All Resistance and 5%[+] Resistance to that Skill's Element for 9 seconds.,Changed from Casting a Skill grants 3%[+] All Resistance and 2%[+] Maximum Resistance to that Skill's Element for 9 seconds. to Casting a Skill grants 3%[+] All Resistance and 5%[+] Resistance to that Skill's Element for 9 seconds.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Passives,single,,,Energy Focus
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Passives,single,,,Maximum Barrier reduced from 30% to 20% of Maximum Health.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Passives,single,,,Protection
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Passives,single,,,Barrier per Rank reduced from 10% to 5% of Maximum Health.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Passives,single,,,Warmth
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Passives,single,,,Healing reduced from 1% per Rank to .2% of Maximum Health.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Passives,single,,,Healing from Bosses reduced from 4% to 2% of Maximum Health.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Legendary Aspects,single,,,Aspect of Mind's Awakening
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Legendary Aspects,single,,,Barrier reduced from 3-6% to 1.5-3% of Maximum Health.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Legendary Aspects,single,,,Serpentine Aspect
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Legendary Aspects,single,,,Reverted Mana cap from Season of Infernal Chaos.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Legendary Aspects,single,,,Aspect of the Bounding Conduit
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Legendary Aspects,single,,,Teleport's Cooldown reduction increased from 1-2.5 to 3-4.5 seconds.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Legendary Aspects,single,,,Aspect of Biting Cold
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Legendary Aspects,single,,,New: Frost Skills deal 20-30%x increased damage and have a 40% chance to apply Vulnerable for 4 seconds.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Unique Items,single,,,The Oculus
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Unique Items,comparison,"Previous (PTR): Casting Teleport grants a stack of Galvanization, increasing its damage by 30-50% for 8 seconds. Becoming Injured Teleports you to a random location.",Each enemy hit by Teleport increases the damage by 5-15%|x| and reduces the Cooldown by 0.5 seconds of the next cast. Becoming Injured will Teleport you to a random location.,"Changed from Previous (PTR): Casting Teleport grants a stack of Galvanization, increasing its damage by 30-50% for 8 seconds. Becoming Injured Teleports you to a random location. to Each enemy hit by Teleport increases the damage by 5-15%|x| and reduces the Cooldown by 0.5 seconds of the next cast. Becoming Injured will Teleport you to a random location."
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Unique Items,single,,,Raiment of the Infinite
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Power,comparison,"Previous (PTR): After Casting Teleport, Close enemies are Pulled Inwards and it has a 10-30% chance to reset from each enemy it kills.",Teleport pulls Close enemies to you and grants 10-30% Damage Reduction.,"Changed from Previous (PTR): After Casting Teleport, Close enemies are Pulled Inwards and it has a 10-30% chance to reset from each enemy it kills. to Teleport pulls Close enemies to you and grants 10-30% Damage Reduction."
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Affixes,single,,,Ranks to Elemental Attunement replaced with All Resistance.
2.5.0,69713,"December 11, 2025",Tempering,Sorcerer,Affixes,single,,,Ranks to Shocking Impact replaced with 30-40% Teleport CDR.
